UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz
1105-60-2570,60,2570,2018-07-03 09:00:00,2018-07-04 06:00:00,Transport from ,Celková nabídka účastníka,0.0,616.512,63,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,22,12,664005.2,664005.2
1105-60-2581,60,2581,2018-07-12 08:30:00,2018-07-12 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1151.59,25,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,23,13,694310.2,694310.2
1105-60-2582,60,2582,2018-07-12 11:00:00,2018-07-13 09:00:00,Transport from ,Celková nabídka účastníka,0.0,1531.3619999999999,62,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,24,14,734609.2,734609.2
1105-60-2589,60,2589,2018-07-30 11:00:00,2018-07-30 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1946.2079999999999,18,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,2.0,0,,0.0,25,15,785825.2,785825.2
1105-60-2591,60,2591,2018-07-30 15:00:00,2018-07-31 09:30:00,Silniční doprav,Celková nabídka účastníka,10200.15,1187.69,29,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,26,16,817080.2,817080.2
1105-60-2592,60,2592,2018-07-31 07:30:00,2018-08-01 10:00:00,Transport from ,Celková nabídka účastníka,22440.0,1396.5,60,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,27,17,853830.2,853830.2
1105-60-2598,60,2598,2018-08-07 09:00:00,2018-08-09 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,215.26999999999998,26,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,28,18,859495.2,859495.2
1105-60-2602,60,2602,2018-08-09 12:00:00,2018-08-10 09:00:00,Transport from ,Celková nabídka účastníka,0.0,480.396,64,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,29,19,872137.2,872137.2
1105-60-2610,60,2610,2018-08-16 12:00:00,2018-08-16 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,355.11,23,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,30,20,881482.2,881482.2
1105-60-2611,60,2611,2018-08-16 14:00:00,2018-08-20 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,5418.42,24,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,6.0,0,,0.0,31,21,1024072.2,1024072.2
1105-60-2612,60,2612,2018-08-16 15:00:00,2018-08-17 13:00:00,Silniční doprav,Celková nabídka účastníka,8160.0,217.474,64,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,32,22,1029795.2,1029795.2
1105-60-2616,60,2616,2018-08-20 12:30:00,2018-08-20 15:00:00,Silniční doprav,Celková nabídka účastníka,0.0,276.2448,25,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,10.0,0,,0.0,33,23,1037064.8,1037064.8
1105-60-2617,60,2617,2018-08-21 09:00:00,2018-08-22 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1003.884,25,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,34,24,1063482.8,1063482.8
1105-60-2627,60,2627,2018-08-28 09:00:00,2018-08-28 10:30:00,Silniční doprav,Celková nabídka účastníka,0.0,2354.1,27,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,35,25,1125432.8,1125432.8
1105-60-2632,60,2632,2018-08-29 13:00:00,2018-08-30 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,5718.24,30,4.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,6,26.0,0,,0.0,36,26,1275912.8,1275912.8
1105-60-2645,60,2645,2018-09-10 13:30:00,2018-09-11 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1090.752,31,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,37,27,1304616.8,1304616.8
1105-60-2646,60,2646,2018-09-10 14:00:00,2018-09-12 11:00:00,Silniční doprav,Celková nabídka účastníka,0.0,3526.6279999999997,28,4.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,8.0,0,,0.0,38,28,1397422.8,1397422.8
1105-60-2652,60,2652,2018-09-13 09:00:00,2018-09-14 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,5597.4,28,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,14.0,0,,0.0,39,29,1544722.8,1544722.8
1105-60-2694,60,2694,2018-10-11 14:00:00,2018-10-12 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,6259.74,33,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,6,10.0,0,,0.0,40,30,1709452.8,1709452.8
1105-60-2746,60,2746,2018-11-19 07:45:00,2018-11-19 11:00:00,Silniční doprav,Celková nabídka účastníka,0.0,193.4124,39,4.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,9.0,0,,0.0,41,31,1714542.6,1714542.6
1105-60-2753,60,2753,2018-11-22 15:00:00,2018-11-23 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,2701.23,37,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,8.0,0,,0.0,42,32,1785627.6,1785627.6
1105-60-2755,60,2755,2018-11-23 13:00:00,2018-11-23 14:30:00,Silniční doprav,Celková nabídka účastníka,0.0,259.34999999999997,29,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,43,33,1792452.6,1792452.6
1105-60-2763,60,2763,2018-11-28 11:30:00,2018-11-29 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,4703.336,40,4.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,22.0,0,,0.0,44,34,1916224.6,1916224.6
1105-60-2836,60,2836,2019-02-14 10:15:00,2019-02-14 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,139.65,32,4.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,7.0,0,,0.0,45,35,1919899.6,1919899.6
1105-60-2845,60,2845,2019-02-25 12:10:00,2019-02-25 13:00:00,Silniční doprav,Celková nabídka účastníka,30795.97,968.24,29,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,46,36,1945379.6,1945379.6
1105-60-2892,60,2892,2019-04-05 14:30:00,2019-04-08 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,580.032,39,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,47,37,1960643.6,1960643.6
1105-60-2897,60,2897,2019-04-09 15:10:00,2019-04-10 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,857.1659999999999,44,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,48,38,1983200.6,1983200.6
1105-60-2939,60,2939,2019-05-13 10:20:00,2019-05-13 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,2852.964,42,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,4.0,0,,0.0,49,39,2058278.6,2058278.6
1105-60-2958,60,2958,2019-05-29 08:50:00,2019-05-29 15:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1295.99,44,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,50,40,2092383.6,2092383.6
1105-60-2970,60,2970,2019-06-13 10:55:00,2019-06-14 08:30:00,Silniční doprav,Celková nabídka účastníka,0.0,1636.052,38,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,3.0,0,,0.0,51,41,2135437.6,2135437.6
1105-60-2973,60,2973,2019-06-14 11:28:00,2019-06-14 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,754.11,43,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,52,42,2155282.6,2155282.6
1105-60-2977,60,2977,2019-06-18 08:05:00,2019-06-20 08:25:00,Silniční doprav,Celková nabídka účastníka,0.0,3715.64,41,6.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,16.0,0,,0.0,53,43,2253062.6,2253062.6
1105-60-3015,60,3015,2019-08-06 11:10:00,2019-08-06 14:00:00,Silniční doprav,Jednotlivé položky,0.0,217.474,37,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,5.0,0,,0.0,54,44,2258785.6,2258785.6
1105-60-3017,60,3017,2019-08-06 11:45:00,2019-08-07 08:00:00,Silniční doprav,Celková nabídka účastníka,0.0,3493.112,42,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,6.0,0,,0.0,55,45,2350709.6,2350709.6
1105-60-3053,60,3053,2019-09-11 15:00:00,2019-09-12 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,2098.74,43,5.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,11.0,0,,0.0,56,46,2405939.6,2405939.6
1105-60-3057,60,3057,2019-09-16 13:00:00,2019-09-17 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,368.21999999999997,46,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,5.0,0,,0.0,57,47,2415629.6,2415629.6
1105-60-3068,60,3068,2019-09-25 15:30:00,2019-09-26 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,6516.05,45,4.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,5,9.0,0,,0.0,58,48,2587104.6,2587104.6
1105-60-3071,60,3071,2019-09-26 11:30:00,2019-09-26 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,130.34,48,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,59,49,2590534.6,2590534.6
1105-60-3072,60,3072,2019-09-26 11:45:00,2019-09-26 14:30:00,Silniční doprav,Celková nabídka účastníka,0.0,480.396,46,2.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,60,50,2603176.6,2603176.6
1105-60-3073,60,3073,2019-09-27 12:25:00,2019-09-30 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,913.7099999999999,47,1.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,61,51,2627221.6,2627221.6
1105-60-3085,60,3085,2019-10-07 10:55:00,2019-10-08 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,271.852,45,8.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,8.0,0,,0.0,62,52,2634375.6,2634375.6
1105-60-3103,60,3103,2019-10-24 08:20:00,2019-10-24 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1934.2,45,3.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,63,53,2685275.6,2685275.6
1105-60-3106,60,3106,2019-10-29 09:40:00,2019-10-29 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,5477.396,45,5.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,16.0,0,,0.0,64,54,2829417.6,2829417.6
1105-60-3166,60,3166,2020-01-13 09:45:00,2020-01-13 13:00:00,Silniční doprav,Jednotlivé položky,0.0,127.67999999999999,42,7.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,10.0,0,,0.0,65,55,2832777.6,2832777.6
1105-60-3178,60,3178,2020-01-22 11:20:00,2020-01-22 14:30:00,Silniční doprav,Jednotlivé položky,0.0,1115.49,46,10.0,5993,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,12.0,0,,0.0,66,56,2862132.6,2862132.6
1105-60-2333,60,2333,2018-01-22 11:00:00,2018-01-23 14:00:00,Silniční doprav,Celková nabídka účastníka,12129.6,48.449999999999996,16,3.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,39.0,2,,0.0,67,1,2863407.6,1275.0
1105-60-2359,60,2359,2018-02-09 11:00:00,2018-02-12 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,2759.37,23,2.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,10.0,0,,0.0,68,2,2936022.6,73890.0
1105-60-2420,60,2420,2018-03-23 09:00:00,2018-03-23 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,2939.4139999999998,25,5.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,11.0,0,,0.0,69,3,3013375.6,151243.0
1105-60-2523,60,2523,2018-05-29 08:30:00,2018-05-29 14:00:00,Silniční doprav,Celková nabídka účastníka,13124.95,440.477,21,3.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,70,4,3024967.1,162834.5
1105-60-2528,60,2528,2018-05-30 13:30:00,2018-05-31 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,792.49,21,4.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,5.0,0,,0.0,71,5,3045822.1,183689.5
1105-60-2547,60,2547,2018-06-14 15:00:00,2018-06-15 11:00:00,Silniční doprav,Celková nabídka účastníka,0.0,345.42,22,2.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,72,6,3054912.1,192779.5
1105-60-2563,60,2563,2018-06-27 09:00:00,2018-06-28 14:00:00,Silniční doprav,Celková nabídka účastníka,47895.0,2035.28,26,2.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,73,7,3108472.1,246339.5
1105-60-2578,60,2578,2018-07-12 09:30:00,2018-07-13 10:00:00,Silniční doprav,Celková nabídka účastníka,62209.94,2367.248,28,1.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,1.0,0,,0.0,74,8,3170768.1,308635.5
1105-60-2902,60,2902,2019-04-11 14:15:00,2019-04-12 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1556.1,45,3.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,5.0,0,,0.0,75,9,3211718.1,349585.5
1105-60-2921,60,2921,2019-04-24 12:10:00,2019-04-25 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,532.0,46,5.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,6.0,0,,0.0,76,10,3225718.1,363585.5
1105-60-2924,60,2924,2019-04-26 09:40:00,2019-04-26 11:00:00,Silniční doprav,Celková nabídka účastníka,21420.0,844.0939999999999,47,3.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,77,11,3247931.1,385798.5
1105-60-3007,60,3007,2019-07-31 10:40:00,2019-07-31 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,512.62,43,5.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,5.0,0,,0.0,78,12,3261421.1,399288.5
1105-60-3009,60,3009,2019-08-01 10:45:00,2019-08-01 14:00:00,Silniční doprav,Jednotlivé položky,0.0,1006.278,38,8.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,29.0,0,,0.0,79,13,3287902.1,425769.5
1105-60-3052,60,3052,2019-09-11 10:30:00,2019-09-11 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,778.886,42,3.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,80,14,3308399.1,446266.5
1105-60-3088,60,3088,2019-10-09 11:45:00,2019-10-09 14:30:00,Silniční doprav,Celková nabídka účastníka,0.0,1496.82,48,4.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,7.0,0,,0.0,81,15,3347789.1,485656.5
1105-60-3100,60,3100,2019-10-21 08:00:00,2019-10-21 12:00:00,Silniční doprav,Jednotlivé položky,0.0,1550.3999999999999,38,5.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,10.0,0,,0.0,82,16,3388589.1,526456.5
1105-60-3141,60,3141,2019-11-27 15:00:00,2019-11-28 09:00:00,Silniční doprav,Jednotlivé položky,0.0,345.42,38,3.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,83,17,3397679.1,535546.5
1105-60-3151,60,3151,2019-12-10 10:15:00,2019-12-10 14:00:00,Silniční doprav,Jednotlivé položky,0.0,497.078,38,4.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,84,18,3410760.1,548627.5
1105-60-3164,60,3164,2020-01-10 08:30:00,2020-01-10 11:00:00,Silniční doprav,Jednotlivé položky,0.0,567.53,43,2.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,85,19,3425695.1,563562.5
1105-60-3182,60,3182,2020-01-27 08:30:00,2020-01-27 12:00:00,Silniční doprav,Jednotlivé položky,0.0,552.9,51,6.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,13.0,0,,0.0,86,20,3440245.1,578112.5
1105-60-3188,60,3188,2020-01-29 10:00:00,2020-01-29 13:00:00,Silniční doprav,Jednotlivé položky,0.0,3287.0,52,7.0,5999,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,17.0,0,,0.0,87,21,3526745.1,664612.5
1105-60-2444,60,2444,2018-04-06 14:00:00,2018-04-09 09:00:00,Silniční doprav,Celková nabídka účastníka,8972.37,562.324,24,3.0,6000,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,88,1,3541543.1,14798.0
1105-60-2608,60,2608,2018-08-15 09:30:00,2018-08-16 11:00:00,Silniční doprav,Celková nabídka účastníka,0.0,948.48,28,3.0,6000,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,89,2,3566503.1,39758.0
1105-60-3090,60,3090,2019-10-10 09:40:00,2019-10-10 12:30:00,Silniční doprav,Celková nabídka účastníka,0.0,151.62,46,3.0,8929,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,90,1,3570493.1,3990.0
1105-60-3133,60,3133,2019-11-22 09:45:00,2019-11-22 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,614.46,52,5.0,8929,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,6.0,0,,0.0,91,2,3586663.1,20160.0
1105-60-3158,60,3158,2019-12-19 09:45:00,2019-12-19 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1877.2,47,9.0,8929,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,10.0,0,,0.0,92,3,3636063.1,69560.0
1105-60-2403,60,2403,2018-03-12 14:00:00,2018-03-13 09:00:00,Silniční doprav,Celková nabídka účastníka,16272.0,436.71347999999995,19,4.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,16.0,0,,0.0,93,1,3647555.56,11492.46
1105-60-2414,60,2414,2018-03-22 10:00:00,2018-03-22 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,4018.196,27,6.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,3,18.0,0,,0.0,94,2,3753297.56,117234.46
1105-60-2732,60,2732,2018-11-06 10:00:00,2018-11-07 12:00:00,Silniční doprav,Celková nabídka účastníka,0.0,618.4499999999999,35,5.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,10.0,0,,0.0,95,3,3769572.56,133509.46
1105-60-2858,60,2858,2019-03-13 08:00:00,2019-03-13 12:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1628.224,33,4.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,7.0,0,,0.0,96,4,3812420.56,176357.46
1105-60-2896,60,2896,2019-04-09 09:30:00,2019-04-09 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,677.407,31,3.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,97,5,3830247.06,194183.96
1105-60-2900,60,2900,2019-04-11 11:00:00,2019-04-12 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,904.704,32,4.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,98,6,3854055.06,217991.96
1105-60-2673,60,2673,2019-05-15 08:30:00,2019-05-15 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,429.75719999999995,32,7.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,9.0,0,,0.0,99,7,3865364.46,229301.36
1105-60-2953,60,2953,2019-05-24 09:30:00,2019-05-24 12:30:00,Silniční doprav,Celková nabídka účastníka,0.0,970.672,39,4.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,100,8,3890908.46,254845.36
1105-60-2955,60,2955,2019-05-24 09:30:00,2019-05-24 12:00:00,Silniční doprav,Celková nabídka účastníka,0.0,982.414,37,3.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,101,9,3916761.46,280698.36
1105-60-2993,60,2993,2019-07-02 09:15:00,2019-07-03 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,980.096,38,5.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,6.0,0,,0.0,102,10,3942553.46,306490.36
1105-60-2997,60,2997,2019-07-08 10:30:00,2019-07-08 13:30:00,Silniční doprav,Celková nabídka účastníka,0.0,569.088,38,6.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,6.0,0,,0.0,103,11,3957529.46,321466.36
1105-60-3005,60,3005,2019-07-16 11:30:00,2019-07-16 14:30:00,Silniční doprav,Celková nabídka účastníka,0.0,984.048,39,4.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,5.0,0,,0.0,104,12,3983425.46,347362.36
1105-60-3014,60,3014,2019-08-06 10:30:00,2019-08-06 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,191.786,49,6.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,7.0,0,,0.0,105,13,3988472.46,352409.36
1105-60-3022,60,3022,2019-08-12 09:30:00,2019-08-12 14:00:00,Silniční doprav,Celková nabídka účastníka,0.0,352.716,46,8.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,9.0,0,,0.0,106,14,3997754.46,361691.36
1105-60-3046,60,3046,2019-09-06 11:40:00,2019-09-09 08:00:00,Silniční doprav,Jednotlivé položky,0.0,2078.79,38,5.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,11.0,0,,0.0,107,15,4052459.46,416396.36
1105-60-3148,60,3148,2019-12-05 09:00:00,2019-12-05 14:00:00,Silniční doprav,Jednotlivé položky,0.0,1624.0439999999999,39,7.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,7.0,0,,0.0,108,16,4095197.46,459134.36
1105-60-3175,60,3175,2020-01-20 11:20:00,2020-01-20 14:30:00,Silniční doprav,Jednotlivé položky,0.0,1448.598,41,8.0,8933,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,25.0,0,,0.0,109,17,4133318.46,497255.36
1105-60-2337,60,2337,2018-01-24 16:10:00,2018-01-29 14:44:00,Silniční doprav,Celková nabídka účastníka,0.0,722.0,24,2.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,4.0,0,,0.0,110,1,4152318.46,19000.0
1105-60-2516,60,2516,2018-05-23 09:30:00,2018-05-24 09:00:00,Silniční doprav,Celková nabídka účastníka,70352.46,2342.3959999999997,22,4.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,7.0,0,,0.0,111,2,4213960.46,80642.0
1105-60-2545,60,2545,2018-06-13 11:00:00,2018-06-13 13:30:00,Silniční doprav,Celková nabídka účastníka,0.0,341.08799999999997,21,1.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,112,3,4222936.46,89618.0
1105-60-2580,60,2580,2018-07-12 08:00:00,2018-07-12 12:00:00,Silniční doprav,Celková nabídka účastníka,0.0,409.64,24,2.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,113,4,4233716.46,100398.0
1105-60-2778,60,2778,2018-12-19 10:00:00,2018-12-20 09:00:00,Silniční doprav,Celková nabídka účastníka,0.0,1400.68,39,6.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,17.0,0,,0.0,114,5,4270576.46,137258.0
1105-60-3084,60,3084,2019-10-07 10:50:00,2019-10-07 13:00:00,Silniční doprav,Celková nabídka účastníka,0.0,460.56,45,7.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,8.0,0,,0.0,115,6,4282696.46,149378.0
1105-60-3165,60,3165,2020-01-10 09:30:00,2020-01-10 13:00:00,Silniční doprav,Jednotlivé položky,0.0,1755.6,49,3.0,8935,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,4,11.0,0,,0.0,116,7,4328896.46,195578.0
1105-60-2605,60,2605,2018-08-13 10:30:00,2018-08-13 13:30:00,Transport from ,Celková nabídka účastníka,0.0,395.2,64,1.0,8937,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,117,1,4339296.46,10400.0
1105-60-2674,60,2674,2018-09-25 13:30:00,2018-09-26 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,2720.23,29,3.0,8937,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,3.0,0,,0.0,118,2,4410881.46,81985.0
1105-60-2642,60,2642,2018-09-06 10:30:00,2018-09-07 10:00:00,Silniční doprav,Celková nabídka účastníka,0.0,209.0,30,2.0,8940,poptavka,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,1,2.0,0,,0.0,119,1,4416381.46,5500.0
