UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz,Relativna Uspora
106-77-5546,77,5546,2018-03-19 09:00:00,2018-03-30 10:00:00,Stolárska dielň,Celková nabídka účastníka,61045.0848,61263.5025,EUR,2,3.0,9664,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,15,1,1539338.2445,61263.5025,-0.0035779735701178916
106-77-5824,77,5824,2018-06-19 10:00:00,2018-06-30 10:00:00,Dielne v areáli,Celková nabídka účastníka,155227.4955,149810.79659999997,EUR,1,3.0,9664,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,16,2,1689149.0411,211074.2991,0.03489522833923464
106-77-6702,77,6702,2019-11-07 14:30:00,2019-11-14 11:00:00,Chata Čertež I.,Celková nabídka účastníka,37704.4318,36270.47749999999,EUR,1,3.0,9664,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,7.0,0,Slovenská republika,0.1,17,3,1725419.5186,247344.7766,0.03803145231325313
106-77-5840,77,5840,2018-06-25 10:00:00,2018-07-05 10:00:00,Oprava LC Veľká,Celková nabídka účastníka,77755.5912,78534.51,EUR,2,3.0,9688,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,18,1,1803954.0286,78534.51,-0.010017527845637414
106-77-5837,77,5837,2018-06-25 10:00:00,2018-07-05 10:00:00,Oprava LC Údori,Celková nabídka účastníka,55320.8928,57385.17,EUR,5,3.0,9688,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,19,2,1861339.1986,135919.68,-0.037314603859755435
106-77-6061,77,6061,2018-11-07 10:00:00,2018-11-12 10:00:00,Expedičný sklad,Celková nabídka účastníka,143426.3328,143860.6515,EUR,5,3.0,9688,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,20,3,2005199.8501,279780.3315,-0.003028165689808416
106-77-5646,77,5646,2018-05-02 10:00:00,2018-05-15 10:00:00,Lesná cesta Sva,Celková nabídka účastníka,90944.0376,95481.267,EUR,2,2.0,9758,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,21,1,2100681.1171,95481.267,-0.04989034487292228
106-77-5668,77,5668,2018-05-18 10:00:00,2018-05-29 10:00:00,Hájenka Hrochoť,Celková nabídka účastníka,91211.7324,90569.1772,EUR,1,2.0,9784,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,22,1,2191250.2943,90569.1772,0.007044655145701279
106-77-5718,77,5718,2018-06-07 10:00:00,2018-06-18 10:00:00,Horáreň Nižný C,Celková nabídka účastníka,54046.43520000001,55212.5376,EUR,3,3.0,9784,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,23,2,2246462.8319,145781.71480000002,-0.02157593550221784
106-77-6654,77,6654,2019-10-14 14:00:00,2019-10-23 10:00:00,Hájenka Podhrad,Celková nabídka účastníka,61740.0,65208.6552,EUR,5,1.0,9786,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,24,1,2311671.4871,65208.6552,-0.05618165208940721
106-77-5671,77,5671,2018-05-18 10:00:00,2018-05-29 10:00:00,Rekonštrukcia L,Celková nabídka účastníka,119123.5685,127446.552,EUR,5,2.0,9788,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,25,1,2439118.0391,127446.552,-0.06986848702404347
106-77-5705,77,5705,2018-05-30 09:00:00,2018-06-10 09:00:00,ES Rimavská Sob,Celková nabídka účastníka,152998.7964,150136.5194,EUR,1,2.0,9807,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,26,1,2589254.5585000003,150136.5194,0.018707839978798695
106-77-5838,77,5838,2018-06-22 10:00:00,2018-07-03 10:00:00,Oprava vozovky ,Celková nabídka účastníka,50782.11899999999,52235.26,EUR,3,2.0,9807,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,27,2,2641489.8185,202371.7794,-0.028615210011224832
106-77-5732,77,5732,2018-06-13 10:00:00,2018-06-24 10:00:00,Odvozné miesto ,Celková nabídka účastníka,51451.617,50682.5097,EUR,3,3.0,9846,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,28,1,2692172.3282,50682.5097,0.014948165769017445
106-77-5836,77,5836,2018-06-22 10:00:00,2018-07-03 10:00:00,Oprava LC Malé ,Celková nabídka účastníka,60901.344000000005,59577.35,EUR,5,3.0,9846,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,29,2,2751749.6782,110259.8597,0.02173997999124627
106-77-5934,77,5934,2018-08-10 09:00:00,2018-08-21 09:00:00,"ŠS Hladomer, vý",Celková nabídka účastníka,154440.9398,152727.5478,EUR,2,3.0,9970,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,30,1,2904477.2260000003,152727.5478,0.011094156783938405
106-77-5922,77,5922,2018-08-09 10:00:00,2018-08-21 10:00:00,Lesná cesta Tvr,Celková nabídka účastníka,143959.6224,151340.2382,EUR,5,3.0,9971,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,31,1,3055817.4642000003,151340.2382,-0.05126865211894304
106-77-5961,77,5961,2018-08-28 10:00:00,2018-09-08 10:00:00,Hájenka Ozdín -,Celková nabídka účastníka,51846.27,49535.3288,EUR,4,3.0,9971,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,32,2,3105352.793,200875.567,0.04457294999235228
106-77-5985,77,5985,2018-09-17 10:00:00,2018-09-28 10:00:00,Lesná cesta Och,Celková nabídka účastníka,146519.5648,152305.7166,EUR,4,2.0,9971,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,33,3,3257658.5096,353181.2836,-0.039490642822329905
106-77-6039,77,6039,2018-10-18 10:00:00,2018-10-23 10:00:00,Lesná cesta Kor,Celková nabídka účastníka,123601.5396,128251.3358,EUR,5,2.0,9971,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,34,4,3385909.8454,481432.6194,-0.03761924175902415
106-77-5933,77,5933,2018-08-10 09:00:00,2018-08-21 09:00:00,Lesná cesta Rag,Celková nabídka účastníka,148458.3606,148190.16,EUR,5,2.0,9988,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,35,1,3534100.0054,148190.16,0.0018065712090317332
106-77-5988,77,5988,2018-09-17 10:00:00,2018-10-03 10:00:00,ŠOD Topoľčianky,Celková nabídka účastníka,156985.24800000002,71494.73,EUR,1,3.0,10053,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,36,1,3605594.7354,71494.73,0.5445767617604427
106-77-6014,77,6014,2018-09-28 10:00:00,2018-10-09 10:00:00,Rekonštrukcia v,Celková nabídka účastníka,66705.6924,70183.0584,EUR,5,2.0,10079,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,37,1,3675777.7938,70183.0584,-0.05212997384313178
106-77-6041,77,6041,2018-10-22 10:00:00,2018-11-02 10:00:00,Stolárske výrob,Celková nabídka účastníka,39044.772,43036.448,EUR,2,3.0,10118,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,38,1,3718814.2418,43036.448,-0.10223330283501207
106-77-6077,77,6077,2018-11-14 10:00:00,2018-11-24 10:00:00,Vypracovanie pr,Celková nabídka účastníka,31761.7701,29390.2,EUR,4,3.0,10151,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,6.0,0,Slovenská republika,0.1,39,1,3748204.4418,29390.2,0.07466744115750654
106-77-6154,77,6154,2019-01-09 10:00:00,2019-01-19 10:00:00,Stolárske výrob,Celková nabídka účastníka,42332.7528,41686.16,EUR,4,4.0,10195,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,40,1,3789890.6018,41686.16,0.015274055128302417
106-77-6623,77,6623,2019-10-01 09:00:00,2019-10-12 09:00:00,Oprava oploteni,Celková nabídka účastníka,9105.75,10063.6935,EUR,1,3.0,10587,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,41,1,3799954.2953,10063.6935,-0.10520204266534876
106-77-6624,77,6624,2019-10-02 14:00:00,2019-10-12 14:00:00,AB OZ Rožňava -,Celková nabídka účastníka,88849.6245,88733.33700000001,EUR,1,3.0,10588,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,42,1,3888687.6323,88733.33700000001,0.0013088125093876032
106-77-6632,77,6632,2019-10-08 10:00:00,2019-10-15 11:30:00,Prístrešok pre ,Celková nabídka účastníka,139400.1,166342.94,EUR,4,3.0,10594,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,43,1,4055030.5723,166342.94,-0.19327704929910378
106-77-6655,77,6655,2019-10-14 14:00:00,2019-10-23 10:00:00,Lesná cesta Kys,Celková nabídka účastníka,57420.0,57992.27,EUR,1,1.0,10619,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,44,1,4113022.8423,57992.27,-0.0099663880181121
106-77-6664,77,6664,2019-10-16 14:30:00,2019-10-23 11:00:00,Plechová dvojga,Celková nabídka účastníka,11166.6509,10746.1284,EUR,4,2.0,10636,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,45,1,4123768.9707,10746.1284,0.037658784515239116
106-77-6704,77,6704,2019-11-11 13:30:00,2019-11-15 12:00:00,Demolácia budov,Celková nabídka účastníka,39674.5082,26454.4344,EUR,3,3.0,10689,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,46,1,4150223.4051,26454.4344,0.3332132999193674
106-77-6503,77,6503,2019-06-27 15:00:00,2019-07-03 11:15:00,Vypracovanie me,Celková nabídka účastníka,11812.5,9500.0,EUR,1,1.0,8178,ERMMA,Inženýrská činnost,Znalecké a auditorské služby,1,1.0,0,Slovenská republika,0.1,1,1,9500.0,9500.0,0.19576719576719576
106-77-6763,77,6763,2019-12-20 13:45:00,2020-01-08 14:15:00,Stanovenie meto,Celková nabídka účastníka,59045.0,51800.0,EUR,5,3.0,9299,ERMMA,Inženýrská činnost,Znalecké a auditorské služby,1,5.0,0,Slovenská republika,0.5,2,1,61300.0,51800.0,0.12270302311796087
106-77-6621,77,6621,2019-09-30 10:00:00,2019-10-08 10:00:00,Poskytovanie au,Celková nabídka účastníka,68502.0,73342.5,EUR,2,3.0,10581,ERMMA,Inženýrská činnost,Znalecké a auditorské služby,1,4.0,0,Slovenská republika,0.1,3,1,134642.5,73342.5,-0.07066217044757818
106-77-6836,77,6836,2020-02-18 15:40:00,2020-02-24 15:30:00,Poskytovanie au,Celková nabídka účastníka,73395.0,68453.0,EUR,2,3.0,10581,ERMMA,Inženýrská činnost,Znalecké a auditorské služby,1,4.0,0,Slovenská republika,0.1,4,2,203095.5,141795.5,0.06733428707677634
106-78-6433,78,6433,2019-05-21 17:00:00,2019-05-29 13:00:00,Oprava zemných ,Celková nabídka účastníka,41200.0,38400.0,EUR,1,3.0,8343,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,6.0,0,Slovenská republika,0.1,2,1,56357.39,38400.0,0.06796116504854369
106-78-6465,78,6465,2019-06-04 13:00:00,2019-06-11 09:00:00,Oprava chaty Ga,Celková nabídka účastníka,26520.0,26260.0,EUR,4,3.0,10326,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,5,1,104082.99,26260.0,0.00980392156862745
106-78-6659,78,6659,2019-10-16 09:00:00,2019-10-23 15:00:00,&quot;Oprava ch,Celková nabídka účastníka,59278.92,57383.52760000001,EUR,5,3.0,10626,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,6,1,161466.51760000002,57383.52760000001,0.031974138530188975
106-78-6699,78,6699,2019-11-04 13:00:00,2019-11-12 13:00:00,&quot;Oprava st,Celková nabídka účastníka,12360.0,11152.09,EUR,3,3.0,10678,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,7,1,172618.60760000002,11152.09,0.09772734627831714
106-79-5700,79,5700,2018-05-29 11:30:00,2018-06-06 11:30:00,Oprava LC Rača ,Celková nabídka účastníka,14550.0,14931.28,EUR,4,2.0,7724,ERMMA,Stavebnictví,Dopravní stavby,1,2.0,0,Slovenská republika,0.1,2,1,100406.181,14931.28,-0.02620481099656362
106-79-5721,79,5721,2018-06-08 08:30:00,2018-06-15 11:30:00,Oprava LC Limba,Celková nabídka účastníka,19000.0,19185.024,EUR,4,2.0,7724,ERMMA,Stavebnictví,Dopravní stavby,1,2.0,0,Slovenská republika,0.1,3,2,119591.205,34116.304000000004,-0.009738105263157961
106-79-6075,79,6075,2018-11-14 21:30:00,2018-11-20 09:00:00,"AB LS Majdán, p",Celková nabídka účastníka,19879.8446,19879.8446,EUR,3,2.0,10147,ERMMA,Stavebnictví,Stavební úpravy potrubí a plynovodů,1,2.0,0,Slovenská republika,0.1,1,1,19879.8446,19879.8446,0.0
106-81-5973,81,5973,2018-09-11 10:05:00,2018-09-18 09:05:00,Oprava LC Hrebe,Celková nabídka účastníka,30523.5,30523.5,EUR,2,3.0,8379,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,1,1,30523.5,30523.5,0.0
106-81-5972,81,5972,2018-09-11 12:00:00,2018-09-18 10:00:00,Oprava LC Čereš,Celková nabídka účastníka,29403.0,28771.2,EUR,3,3.0,8379,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,2,2,59294.7,59294.7,0.0214876033057851
106-81-5989,81,5989,2018-09-18 12:00:00,2018-09-25 10:00:00,Oprava LC Čereš,Celková nabídka účastníka,29997.0,29634.66,EUR,2,2.0,8379,ERMMA,Stavebnictví,Dopravní stavby,1,2.0,0,Slovenská republika,0.1,3,3,88929.36,88929.36,0.012079207920792085
106-81-5990,81,5990,2018-09-18 12:30:00,2018-09-25 11:30:00,Oprava LC Hrebe,Celková nabídka účastníka,29925.0,28343.25,EUR,3,2.0,8379,ERMMA,Stavebnictví,Dopravní stavby,1,2.0,0,Slovenská republika,0.1,4,4,117272.61,117272.61,0.05285714285714286
106-81-5974,81,5974,2019-06-13 08:30:00,2019-06-19 08:30:00,Náter striech k,Celková nabídka účastníka,13526.5275,12096.0,EUR,3,2.0,10052,ERMMA,Stavebnictví,Natěrací a malířské práce,1,2.0,0,Slovenská republika,0.1,1,1,12096.0,12096.0,0.10575718712729487
106-81-6806,81,6806,2020-01-24 11:00:00,2020-02-03 16:00:00,Dodanie a montá,Celková nabídka účastníka,51778.18239999999,47017.852,EUR,4,3.0,10791,ERMMA,Kancelář,Nábytek,1,3.0,0,Slovenská republika,0.1,1,1,47017.852,47017.852,0.09193699313786635
106-81-6892,81,6892,2020-03-20 09:30:00,2020-03-26 09:30:00,Plastové obaly ,Celková nabídka účastníka,7980.0,8568.0,EUR,1,1.0,10741,ERMMA,Obaly,Plastové obaly a fólie,1,2.0,0,Slovenská republika,0.1,1,1,8568.0,8568.0,-0.07368421052631578
106-81-5720,81,5720,2018-06-14 12:00:00,2018-06-20 12:00:00,Starostlivosť o,Celková nabídka účastníka,8330.0,7980.0,EUR,1,2.0,7042,ERMMA,"Počítače, IT a telekomunikační služby",Software a informační systémy,1,2.0,0,Slovenská republika,0.1,1,1,7980.0,7980.0,0.04201680672268908
106-81-6377,81,6377,2019-05-16 11:00:00,2019-05-23 11:00:00,Obnova lesnícke,Celková nabídka účastníka,18585.648,18972.72,EUR,1,3.0,7303,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,1,18972.72,18972.72,-0.020826392493821042
106-81-6662,81,6662,2019-10-16 10:30:00,2019-10-24 09:00:00,Oprava strechy ,Celková nabídka účastníka,17309.16,16149.905000000002,EUR,2,3.0,7303,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,2,2,35122.625,35122.625,0.06697349842511117
106-81-6730,81,6730,2019-11-25 10:00:00,2019-12-03 10:00:00,Oprava lesnej c,Celková nabídka účastníka,22672.896,24102.0,EUR,2,3.0,8379,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,3,5,59224.625,141374.61,-0.06303138337511005
106-81-6502,81,6502,2019-07-10 10:30:00,2019-07-16 10:30:00,Oprava strechy ,Celková nabídka účastníka,25494.8175,22392.41,EUR,4,3.0,8824,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,4,1,81617.035,22392.41,0.1216877704655074
106-81-6436,81,6436,2019-06-05 10:00:00,2019-06-11 10:00:00,Expedičný sklad,Celková nabídka účastníka,148277.57669999998,138865.24300000002,EUR,5,6.0,10346,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,11.0,0,Slovenská republika,0.1,7,1,290907.95920000004,138865.24300000002,0.06347779556070908
106-81-5848,81,5848,2018-06-28 13:30:00,2018-07-06 13:30:00,Upomienkové pre,Celková nabídka účastníka,332.5,281.26,EUR,4,2.0,9874,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",3,10.0,0,Slovenská republika,0.1,2,1,1243.61,281.26,0.15410526315789477
106-82-5991,82,5991,2018-09-18 14:55:00,2018-09-21 08:25:00,&quot;Odborná e,Celková nabídka účastníka,484.1,392.8320000000001,EUR,5,4.0,10057,ERMMA,"Dopravní služby, auto-moto a příslušenství",Autobusy a služby,1,8.0,0,Slovenská republika,0.1,1,1,392.8320000000001,392.8320000000001,0.18853129518694467
106-82-6469,82,6469,2019-06-10 11:09:00,2019-06-13 07:39:00,&quot;Včelársky,Celková nabídka účastníka,338.64,346.112,EUR,2,4.0,10057,ERMMA,"Dopravní služby, auto-moto a příslušenství",Autobusy a služby,1,4.0,0,Slovenská republika,0.1,2,2,738.9440000000002,738.9440000000002,-0.022064729506260445
106-82-6764,82,6764,2019-12-17 11:30:00,2019-12-20 11:00:00,Oprava elektroi,Celková nabídka účastníka,14801.5035,13839.21,EUR,3,3.0,7688,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,1,3.0,0,Slovenská republika,0.1,1,1,13839.21,13839.21,0.06501322652796734
106-82-5643,82,5643,2018-05-04 13:30:00,2018-05-11 10:00:00,Vypracovanie pr,Celková nabídka účastníka,3395.7,2910.0,EUR,4,3.0,7862,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,1,1,2910.0,2910.0,0.14303383691138788
106-82-5676,82,5676,2018-05-21 11:00:00,2018-05-25 10:00:00,Vypracovanie pr,Celková nabídka účastníka,7828.0,6936.0,EUR,2,3.0,7862,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,2,2,9846.0,9846.0,0.1139499233520695
106-82-6679,82,6679,2019-10-21 14:30:00,2019-10-29 14:30:00,Vypracovanie pr,Celková nabídka účastníka,8389.68,6240.0,EUR,5,3.0,7862,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,3,3,16086.0,16086.0,0.2562290814429156
106-82-5611,82,5611,2018-04-13 10:59:00,2018-04-18 11:29:00,Vypracovanie pr,Celková nabídka účastníka,6351.28,5625.7,EUR,5,3.0,9729,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,4,1,21711.7,5625.7,0.11424153871345617
106-82-6096,82,6096,2018-11-29 08:00:00,2018-12-06 08:30:00,&quot;Obstarani,Celková nabídka účastníka,33767.54,33427.1238,EUR,3,3.0,10170,ERMMA,"Stroje, zařízení, nástroje, nářadí",Průmyslové stroje,31,145.0,0,Slovenská republika,0.1,1,1,33427.1238,33427.1238,0.010081166706251022
106-82-6392,82,6392,2019-05-03 10:30:00,2019-05-10 09:30:00,Nákup prívesnýc,Multikriteriální hodnocení,2665.6,2368.4102,EUR,4,3.0,10240,ERMMA,"Stroje, zařízení, nástroje, nářadí",Průmyslové stroje,1,3.0,0,Slovenská republika,0.1,2,1,35795.534,2368.4102,0.11149077130852346
106-82-6305,82,6305,2019-03-19 06:41:00,2019-03-25 12:11:00,&quot;Obstarani,Celková nabídka účastníka,4303.0434000000005,4037.0,EUR,1,3.0,10241,ERMMA,"Stroje, zařízení, nástroje, nářadí",Průmyslové stroje,3,9.0,0,Slovenská republika,0.1,3,1,39832.534,4037.0,0.06182679914406637
106-82-5620,82,5620,2018-04-18 09:00:00,2018-04-20 11:00:00,Cestná nákladná,Celková nabídka účastníka,27590.4,27915.36,EUR,4,3.0,6719,ERMMA,"Dopravní služby, auto-moto a příslušenství",Silniční přeprava,2,6.0,0,Slovenská republika,0.1,1,1,27915.36,27915.36,-0.011778009742519104
106-82-5582,82,5582,2018-04-06 14:00:00,2018-04-12 09:00:00,Železobetónové ,Celková nabídka účastníka,1648.0,1121.4,EUR,0,1.0,9692,ERMMA,Stavebnictví,Stavební materiály,2,3.0,0,Slovenská republika,0.0,1,1,1121.4,1121.4,0.31953883495145624
106-82-5638,82,5638,2018-04-25 09:30:00,2018-04-30 10:30:00,Železobetónové ,Celková nabídka účastníka,10908.0,10692.0,EUR,1,1.0,9692,ERMMA,Stavebnictví,Stavební materiály,2,3.0,0,Slovenská republika,0.0,2,2,11813.4,11813.4,0.019801980198019802
106-82-6960,82,6960,2020-06-30 13:30:00,2020-07-02 19:00:00,Železobetónové ,Celková nabídka účastníka,2242.0,2579.2,EUR,4,1.0,9692,ERMMA,Stavebnictví,Stavební materiály,3,3.0,0,Slovenská republika,0.0,3,3,14392.6,14392.6,-0.1504014272970561
106-82-5562,82,5562,2018-03-23 15:15:00,2018-03-28 08:45:00,Výmena okien a ,Celková nabídka účastníka,7760.0,8107.5214,EUR,1,3.0,6731,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,1,8107.5214,8107.5214,-0.04478368556701026
106-82-5673,82,5673,2018-05-18 10:11:00,2018-05-23 10:41:00,Výmena okien a ,Celková nabídka účastníka,9450.0,9424.376,EUR,2,3.0,6731,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,2,2,17531.8974,17531.8974,0.00271153439153437
106-82-6143,82,6143,2018-12-14 12:47:00,2018-12-19 12:48:00,Výmena okien a ,Celková nabídka účastníka,7888.7853,7101.12,EUR,5,3.0,6731,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,3,3,24633.0174,24633.0174,0.09984620826225296
106-82-6179,82,6179,2019-02-18 15:09:00,2019-02-22 08:10:00,"Výmena okien, v",Celková nabídka účastníka,32716.1124,28748.5496,EUR,3,3.0,6731,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,4,4,53381.567,53381.567,0.12127244067054871
106-82-5692,82,5692,2018-05-25 09:12:00,2018-05-28 09:42:00,Oprava hájenky ,Celková nabídka účastníka,24000.0,22093.7112,EUR,3,3.0,6856,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,5,1,75475.2782,22093.7112,0.07942869999999994
106-82-5939,82,5939,2018-08-14 10:16:00,2018-08-17 10:46:00,Oprava HB LS Ni,Celková nabídka účastníka,10084.85,10061.0328,EUR,5,3.0,6856,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,6,2,85536.311,32154.744,0.0023616811355646836
106-82-6144,82,6144,2018-12-14 14:51:00,2018-12-19 14:52:00,Oprava 2.bytu -,Celková nabídka účastníka,20678.8816,18834.55,EUR,2,3.0,6856,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,7,3,104370.861,50989.294,0.08918913680515494
106-82-6489,82,6489,2019-06-17 12:24:00,2019-06-24 10:30:00,Oprava strechy ,Celková nabídka účastníka,14439.780599999998,12820.6015,EUR,6,4.0,6858,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",15,75.0,0,Slovenská republika,0.1,8,1,117191.4625,12820.6015,0.11213322036208762
106-82-6291,82,6291,2019-03-08 10:30:00,2019-03-13 11:30:00,Oprava zemných ,Celková nabídka účastníka,28482.0,28680.75,EUR,3,2.0,7038,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,6.0,0,Slovenská republika,0.1,9,1,145872.2125,28680.75,-0.006978091426163893
106-82-5640,82,5640,2018-05-03 10:23:00,2018-05-08 10:53:00,Oprava striech ,Skupiny položek,24010.4021,23467.0,EUR,1,3.0,7386,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",37,146.0,0,Slovenská republika,0.1,10,1,169339.2125,23467.0,0.022631945010200365
106-82-5992,82,5992,2018-09-21 10:55:00,2018-09-26 11:25:00,Oprava striech ,Skupiny položek,21724.64,21522.662,EUR,1,3.0,7386,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",24,104.0,0,Slovenská republika,0.1,11,2,190861.8745,44989.662,0.009297185131721362
106-82-6491,82,6491,2019-06-20 10:47:00,2019-06-26 11:17:00,Výmena strešnej,Celková nabídka účastníka,15377.5833,11472.0,EUR,3,3.0,7386,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",11,45.0,0,Slovenská republika,0.1,12,3,202333.8745,56461.662,0.2539790046203164
106-82-5558,82,5558,2018-03-22 12:30:00,2018-03-27 11:00:00,Oprava výtlkov ,Celková nabídka účastníka,9500.0,9474.3,EUR,4,2.0,8388,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,5.0,0,Slovenská republika,0.1,13,1,211808.1745,9474.3,0.0027052631578948134
